Latitude,Longitude,AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3,Timestamp,Is_Land
24.0,-100.5,3,247,0,2.53,114.44,3.22,12.83,21.13,1.09,2025-03-07 03:49:04,True
24.0,-101.0,2,188.59,0,0.5,74.39,0.06,1.54,5.67,0.46,2025-03-07 03:49:04,True
24.0,-111.0,2,236.99,0,0.57,91.55,0.17,7.58,17.59,0.33,2025-03-07 03:49:02,True
24.0,-107.0,2,267.03,0,7.71,64.37,0.63,7.35,17.59,2.12,2025-03-07 03:49:02,True
24.0,-105.0,2,198.6,0,1.46,86.55,0.39,4.48,5.1,0.31,2025-03-07 03:49:02,True
24.0,-99.5,2,203.61,0,0.33,61.51,0.91,6.77,11.16,3.04,2025-03-07 03:49:04,True
24.0,-104.0,2,188.59,0,0.53,77.25,0.14,1.81,2.42,0.54,2025-03-07 03:49:02,True
24.0,-102.0,2,185.25,0,0.54,69.38,0.08,1.63,5.57,0.77,2025-03-07 03:49:02,True
24.0,-105.5,2,185.25,0,0.91,74.39,1.3,4.47,5.18,0.74,2025-03-07 03:49:02,True
24.0,-110.0,2,240.33,0,3.13,92.98,0.89,4.86,12.45,1.82,2025-03-07 03:49:02,True
24.0,-104.5,2,206.95,0,1.76,80.11,0.57,2.59,3.51,0.52,2025-03-07 03:49:02,True
24.0,-106.5,1,240.33,0,4.41,56.51,0.2,7.7,16.58,1.69,2025-03-07 03:49:02,True
24.0,-102.5,2,183.58,0,0.55,71.53,0.11,1.61,4.68,0.67,2025-03-07 03:49:02,True
24.0,-110.5,2,236.99,0,1.5,82.97,0.16,7.24,18.61,1.09,2025-03-07 03:49:02,True
24.0,-101.5,2,188.59,0,0.46,71.53,0.07,1.65,5.75,0.59,2025-03-07 03:49:02,True
24.0,-99.0,3,233.65,0,1.44,108.72,4.71,9.91,30.57,0.81,2025-03-07 03:49:04,True
24.0,-103.0,2,193.6,0,0.58,77.25,0.13,1.72,4.05,0.68,2025-03-07 03:49:02,True
24.0,-100.0,3,220.3,0,0.69,101.57,2.86,10.3,17.75,1.05,2025-03-07 03:49:04,True
24.0,-106.0,3,206.95,0,0.55,110.15,4.95,8.61,11.51,1.95,2025-03-07 03:49:02,True
24.0,-103.5,2,185.25,0,0.28,78.68,0.11,1.79,2.83,0.55,2025-03-07 03:49:02,True
24.0,-98.0,3,220.3,0,0.24,105.86,0.18,9.34,34.39,0.78,2025-03-07 03:49:04,True
24.0,-98.5,2,216.96,0,0.59,98.71,1.07,8.68,29.48,0.78,2025-03-07 03:49:04,True
24.0,-75.0,3,233.65,0,0.4,138.76,0.47,4.8,20.52,0.44,2025-03-07 03:49:05,True
24.0,-79.5,3,230.31,0,0.34,123.02,0.43,2.55,9.74,0.67,2025-03-07 03:49:04,True
24.0,-76.0,3,240.33,0,1.13,135.9,2.62,4.93,18.26,0.52,2025-03-07 03:49:05,True
24.0,-78.5,3,226.97,0,0.3,117.3,0.6,4.46,16.62,0.39,2025-03-07 03:49:04,True
24.0,-77.0,3,236.99,0,0.44,137.33,0.62,5.72,16.33,0.53,2025-03-07 03:49:04,True
24.0,-80.5,3,233.65,0,0.42,117.3,0.47,2.51,9.16,0.73,2025-03-07 03:49:04,True
24.0,-76.5,3,236.99,0,0.47,135.9,0.78,4.95,15.54,0.52,2025-03-07 03:49:05,True
24.5,-112.0,2,220.3,0,0.26,85.12,0.21,2.41,7.36,0,2025-03-07 03:49:05,True
24.5,-110.5,2,230.31,0,0.37,88.69,0.13,6.72,17.97,0.78,2025-03-07 03:49:05,True
24.0,-77.5,3,243.66,0,0.43,117.3,0.35,7.27,19.27,0.28,2025-03-07 03:49:04,True
24.5,-111.5,2,223.64,0,0.42,82.97,0.08,3.44,10.31,0.35,2025-03-07 03:49:05,True
24.0,-74.5,3,230.31,0,0.55,135.9,0.56,5.2,22.59,0.4,2025-03-07 03:49:05,True
24.5,-110.0,2,226.97,0,9.68,76.53,5.78,5.94,12.44,0.17,2025-03-07 03:49:05,True
24.5,-111.0,2,223.64,0,0.7,83.69,0.16,5.99,17.29,0.62,2025-03-07 03:49:05,True
24.0,-75.5,3,233.65,0,0.62,138.76,1.31,4.74,19.01,0.49,2025-03-07 03:49:05,True
24.0,-78.0,3,236.99,0,0.33,121.59,0.47,5.29,18.43,0.35,2025-03-07 03:49:04,True
24.0,-80.0,3,230.31,0,0.35,120.16,0.43,2.42,9.57,0.64,2025-03-07 03:49:04,True
24.0,-79.0,3,230.31,0,0.36,117.3,0.54,3.54,12.68,0.71,2025-03-07 03:49:04,True
24.5,-108.0,3,223.64,0,0.53,111.58,0.75,6.6,16.15,0.16,2025-03-07 03:49:05,True
24.5,-107.5,2,230.31,0,1.91,81.54,1.1,5.92,14.21,0.9,2025-03-07 03:49:05,True
24.5,-107.0,2,233.65,0,3.6,65.8,0.34,6.66,14.55,2.69,2025-03-07 03:49:05,True
24.5,-106.5,2,210.29,0,0.38,67.23,0.28,6.52,11.78,1.19,2025-03-07 03:49:05,True
24.5,-106.0,2,186.92,0,0.16,76.53,0.47,3.58,4.73,0.39,2025-03-07 03:49:05,True
24.5,-105.0,2,181.91,0,0.15,90.84,1.09,2.84,3.5,0.16,2025-03-07 03:50:02,True
24.5,-104.5,2,191.93,0,0.53,87.26,0.5,2.5,3.35,0.53,2025-03-07 03:50:02,True
24.5,-104.0,2,203.61,0,2.4,72.96,0.45,2.57,3.62,0.79,2025-03-07 03:50:02,True
24.5,-105.5,2,183.58,0,0.19,94.41,0.63,3.78,4.83,0.17,2025-03-07 03:50:02,True
24.5,-103.5,2,195.27,0,1.02,72.96,0.25,1.98,3,0.59,2025-03-07 03:50:02,True
24.5,-101.0,2,180.24,0,0.35,65.09,0.18,2.17,8.88,1.12,2025-03-07 03:50:02,True
24.5,-102.0,2,191.93,0,0.25,75.1,0.07,1.83,6.87,0.43,2025-03-07 03:50:02,True
24.5,-103.0,2,188.59,0,0.39,74.39,0.12,1.65,3.92,0.56,2025-03-07 03:50:02,True
24.5,-102.5,2,195.27,0,0.31,77.25,0.1,1.66,4.68,0.49,2025-03-07 03:50:02,True
24.5,-99.0,3,216.96,0,0.44,101.57,0.81,8.89,30.25,0.8,2025-03-07 03:50:02,True
24.5,-101.5,2,183.58,0,0.23,72.24,0.06,2.05,8.77,0.4,2025-03-07 03:50:02,True
24.5,-100.5,2,213.62,0,1.23,86.55,1.45,7.01,12.58,0.82,2025-03-07 03:50:02,True
24.5,-100.0,2,206.95,0,1.09,73.67,0.98,5.99,10.17,1.01,2025-03-07 03:50:02,True
24.5,-99.5,3,233.65,0,1.32,101.57,2.83,12.43,31.53,1.01,2025-03-07 03:50:02,True
24.5,-98.5,3,216.96,0,0.37,101.57,0.2,8.93,32.73,0.85,2025-03-07 03:50:02,True
24.5,-97.5,3,230.31,0,0.17,107.29,0.41,11.53,40.71,0.54,2025-03-07 03:50:03,True
24.5,-82.0,3,233.65,0,0.32,111.58,0.44,2.93,9.56,0.97,2025-03-07 03:50:03,True
24.5,-83.0,3,233.65,0,0.39,107.29,0.44,3.38,11.49,1.09,2025-03-07 03:50:03,True
24.5,-81.5,3,233.65,0,0.32,111.58,0.43,2.58,8.01,0.93,2025-03-07 03:50:03,True
24.5,-98.0,3,223.64,0,0.23,105.86,0.25,11.13,41.53,0.74,2025-03-07 03:50:03,True
24.5,-79.0,3,233.65,0,0.46,117.3,0.63,4.25,13.25,0.63,2025-03-07 03:50:03,True
24.5,-78.5,3,236.99,0,0.4,127.32,0.63,4.75,15.44,0.43,2025-03-07 03:50:03,True
24.5,-81.0,3,236.99,0,0.47,108.72,0.56,2.39,7.19,0.93,2025-03-07 03:50:03,True
24.5,-79.5,3,230.31,0,0.52,113.01,0.53,2.7,8.03,0.86,2025-03-07 03:50:03,True
24.5,-76.0,4,233.65,0,0.39,140.19,0.49,3.43,13.48,0.57,2025-03-07 03:50:03,True
24.5,-75.0,3,233.65,0,0.48,135.9,0.85,3.72,16.52,0.43,2025-03-07 03:50:03,True
24.5,-77.0,3,240.33,0,1.8,135.9,2.35,3.84,10.66,0.69,2025-03-07 03:50:03,True
24.5,-75.5,3,233.65,0,0.42,137.33,0.66,3.41,14.64,0.52,2025-03-07 03:50:03,True
24.5,-77.5,4,243.66,0,0.56,143.05,0.81,5.4,12.8,0.66,2025-03-07 03:50:03,True
24.5,-78.0,3,236.99,0,0.59,120.16,0.41,5.92,14.79,0.35,2025-03-07 03:50:03,True
24.5,-76.5,3,236.99,0,2.14,137.33,3.13,3.71,11.84,0.65,2025-03-07 03:50:03,True
25.0,-110.5,2,226.97,0,0.31,85.12,0.09,5.81,14.57,0.55,2025-03-07 03:51:04,True
25.0,-103.0,2,203.61,0,1.04,76.53,0.32,2.14,4.26,0.85,2025-03-07 03:51:04,True
25.0,-104.5,2,190.26,0,0.32,85.12,0.21,2.09,3.34,0.66,2025-03-07 03:51:04,True
25.0,-108.0,2,240.33,0,2.21,95.84,0.72,7.36,17.45,0.9,2025-03-07 03:51:04,True
25.0,-104.0,2,193.6,0,0.33,85.12,0.15,1.98,3.2,0.55,2025-03-07 03:51:04,True
25.0,-105.5,2,180.24,0,0.2,91.55,0.47,2.73,3.68,0.16,2025-03-07 03:51:04,True
25.0,-107.0,2,260.35,0,4.2,77.25,0.67,6.8,12.03,2.41,2025-03-07 03:51:04,True
25.0,-106.0,2,183.58,0,0.36,91.55,0.3,3.29,4.74,0.43,2025-03-07 03:51:04,True
25.0,-111.5,2,226.97,0,0.95,82.25,0.12,3.73,12.42,0.27,2025-03-07 03:51:04,True
25.0,-102.0,2,193.6,0,0.34,77.25,0.1,2.04,7.27,0.48,2025-03-07 03:51:04,True
25.0,-112.0,2,220.3,0,0.25,84.4,0.2,2.53,7.72,0.06,2025-03-07 03:51:04,True
25.0,-102.5,2,200.27,0,0.58,77.96,0.18,2.02,5.05,0.48,2025-03-07 03:51:04,True
25.0,-111.0,2,213.62,0,0.38,77.96,0.11,5.36,15.75,0.41,2025-03-07 03:51:04,True
25.0,-106.5,2,196.93,0,0.66,67.95,0.2,5.92,10.51,1.54,2025-03-07 03:51:04,True
25.0,-101.0,2,186.92,0,1.07,64.37,0.4,1.71,4.46,0.82,2025-03-07 03:51:04,True
25.0,-105.0,2,190.26,0,0.41,83.69,0.32,2.23,2.94,1,2025-03-07 03:51:04,True
25.0,-107.5,2,270.37,0,7.45,70.81,0.69,7.01,16.64,2.66,2025-03-07 03:51:04,True
25.0,-103.5,2,200.27,0,1.35,78.68,0.21,2.15,3.67,0.74,2025-03-07 03:51:04,True
25.0,-108.5,3,216.96,0,0.49,104.43,0.9,6.5,16.95,0.18,2025-03-07 03:51:04,True
25.0,-101.5,2,191.93,0,0.29,72.96,0.07,1.95,7.32,0.82,2025-03-07 03:51:04,True
25.0,-99.0,3,220.3,0,0.37,101.57,0.41,8.72,31.2,1.12,2025-03-07 03:51:05,True
25.0,-100.0,2,247,0,3.86,71.53,1.03,10.58,19.19,2.85,2025-03-07 03:51:05,True
25.0,-98.0,3,226.97,0,0.3,104.43,0.33,12.41,45.57,0.82,2025-03-07 03:51:05,True
25.0,-97.5,3,233.65,0,0.17,108.72,0.4,9.39,35.68,0.55,2025-03-07 03:51:05,True
25.0,-77.0,3,236.99,0,2.51,138.76,2.92,3.19,9.48,0.73,2025-03-07 03:51:05,True
25.0,-77.5,4,240.33,0,0.55,143.05,0.72,3.56,8.56,0.81,2025-03-07 03:51:05,True
25.0,-78.5,4,236.99,0,0.8,141.62,0.95,3.73,8.59,0.93,2025-03-07 03:51:05,True
25.0,-78.0,3,243.66,0,0.88,135.9,0.73,4.76,9.83,0.83,2025-03-07 03:51:05,True
25.0,-98.5,3,220.3,0,0.28,104.43,0.14,9.19,34.67,0.94,2025-03-07 03:51:05,True
25.0,-79.0,3,240.33,0,1.19,133.04,1,3.44,8.28,1,2025-03-07 03:51:05,True
25.0,-80.5,3,236.99,0,0.42,100.14,0.38,2,4.61,0.91,2025-03-07 03:51:05,True
25.0,-100.5,2,196.93,0,1.67,67.23,0.34,2.59,5.98,0.86,2025-03-07 03:51:05,True
25.5,-112.0,2,220.3,0,0.22,85.83,0.27,3.28,9.06,0.03,2025-03-07 03:51:05,True
25.0,-99.5,3,236.99,0,0.99,111.58,3.07,11.65,32.4,0.99,2025-03-07 03:51:05,True
25.0,-76.5,4,236.99,0,0.39,141.62,0.54,3.11,10.94,0.68,2025-03-07 03:51:05,True
25.0,-76.0,3,236.99,0,0.47,131.61,0.88,2.85,11.94,0.55,2025-03-07 03:51:05,True
25.0,-81.0,3,236.99,0,0.33,103,0.42,1.99,4.86,0.93,2025-03-07 03:51:05,True
25.5,-111.0,2,223.64,0,0.58,80.82,0.12,5.37,16.86,0.33,2025-03-07 03:51:05,True
25.5,-111.5,2,220.3,0,0.17,80.82,0.09,3.7,12.8,0.19,2025-03-07 03:51:05,True
25.5,-109.5,2,230.31,0,0.17,77.96,0.12,5.18,14.2,0.16,2025-03-07 03:51:05,True
25.5,-107.0,2,198.6,0,0.27,88.69,0.26,6.05,9.12,0.42,2025-03-07 03:51:06,True
25.5,-100.5,2,397.21,0,18.68,67.95,4.11,14.63,22.55,6.27,2025-03-07 03:51:07,True
25.5,-105.0,2,196.93,0,0.26,94.41,0.44,2.48,4,0.46,2025-03-07 03:51:07,True
25.5,-101.0,3,667.57,0,17.48,134.47,15.97,39.36,52.94,3.23,2025-03-07 03:51:07,True
25.5,-107.5,2,243.66,0,0.64,83.69,0.5,8.42,16.06,1.41,2025-03-07 03:51:07,True
25.5,-103.5,2,206.95,0,1.74,77.25,0.58,1.95,3.8,1.03,2025-03-07 03:51:07,True
25.5,-104.5,2,193.6,0,0.31,89.41,0.39,2.33,4.12,0.41,2025-03-07 03:51:07,True
25.5,-102.5,2,211.95,0,2.23,77.96,0.4,2.39,7.37,0.6,2025-03-07 03:51:07,True
25.5,-102.0,2,216.96,0,2.68,73.67,0.34,2.56,6.73,1.03,2025-03-07 03:51:07,True
25.5,-101.5,4,487.33,0,5.48,171.66,14.31,39.38,56.33,1.77,2025-03-07 03:51:07,True
25.5,-108.0,2,287.06,0,4.54,60.8,0.65,8.65,19.57,3.1,2025-03-07 03:51:07,True
25.5,-106.0,3,186.92,0,0.11,101.57,0.17,3.92,6.59,0.45,2025-03-07 03:51:07,True
25.5,-106.5,3,201.94,0,0.28,101.57,0.31,5.06,8.13,0.46,2025-03-07 03:51:07,True
25.5,-99.5,3,226.97,0,0.74,103,0.64,9.49,32.18,1.39,2025-03-07 03:51:07,True
25.5,-108.5,2,247,0,6.08,62.23,1.91,7.49,18.06,1.54,2025-03-07 03:51:07,True
25.5,-100.0,3,270.37,0,4.2,103,18.12,11.1,30.03,1.84,2025-03-07 03:51:07,True
25.5,-105.5,2,181.91,0,0.18,97.28,0.23,2.96,4.57,0.36,2025-03-07 03:51:07,True
25.5,-109.0,2,230.31,0,3.13,80.82,1.48,4.62,10.88,4.81,2025-03-07 03:51:06,True
25.5,-104.0,2,185.25,0,0.29,77.96,0.24,1.95,3.84,0.68,2025-03-07 03:51:07,True
25.5,-103.0,2,213.62,0,1.36,82.25,0.41,1.86,4.26,0.8,2025-03-07 03:51:07,True
25.5,-98.5,3,226.97,0,0.35,103,0.25,11.68,43.47,0.94,2025-03-07 03:51:08,True
25.5,-99.0,3,223.64,0,0.32,105.86,0.16,9.71,36.49,1.09,2025-03-07 03:51:08,True
25.5,-80.0,3,263.69,0,7.37,100.14,1.91,3.12,6.16,1.49,2025-03-07 03:51:08,True
25.5,-98.0,3,236.99,0,0.43,104.43,0.37,10.09,39.27,0.88,2025-03-07 03:51:08,True
25.5,-78.5,3,240.33,0,0.8,133.04,0.62,2.78,6.37,1.05,2025-03-07 03:51:08,True
25.5,-77.0,3,240.33,0,0.72,131.61,1.15,2.53,8.52,0.77,2025-03-07 03:51:08,True
25.5,-79.0,3,240.33,0,1.5,130.18,0.95,2.75,6.37,1.05,2025-03-07 03:51:08,True
25.5,-76.5,3,240.33,0,0.56,121.59,0.83,2.35,9.16,0.69,2025-03-07 03:51:08,True
25.5,-78.0,3,240.33,0,0.54,135.9,0.46,3.11,7.78,0.94,2025-03-07 03:51:08,True
25.5,-81.0,2,247,0,0.74,90.84,0.28,2.12,4.33,0.9,2025-03-07 03:51:08,True
25.5,-80.5,2,243.66,0,0.88,90.84,0.28,2.2,4.31,0.98,2025-03-07 03:51:08,True
25.5,-97.5,3,233.65,0,0.25,107.29,0.32,5.69,24.25,0.72,2025-03-07 03:51:08,True
25.5,-79.5,3,253.68,0,4.07,123.02,1.24,3.32,6.55,1.28,2025-03-07 03:51:08,True
25.5,-77.5,4,240.33,0,0.65,140.19,0.6,3.06,8.35,0.9,2025-03-07 03:51:08,True
26.0,-112.0,2,223.64,0,0.25,85.83,0.2,3.51,8.43,0.2,2025-03-07 03:52:09,True
26.0,-107.5,2,210.29,0,0.3,86.55,0.37,4.93,7.85,1.08,2025-03-07 03:52:09,True
26.0,-105.5,3,190.26,0,0.16,100.14,0.14,2.82,4.55,0.44,2025-03-07 03:52:09,True
26.0,-102.0,2,211.95,0,1.29,77.25,0.4,5.02,14.04,0.93,2025-03-07 03:52:09,True
26.0,-111.5,2,216.96,0,0.27,75.1,0.44,4.12,13.99,0.25,2025-03-07 03:52:09,True
26.0,-105.0,2,185.25,0,0.2,87.26,0.21,2.03,3.42,0.5,2025-03-07 03:52:09,True
26.0,-104.5,2,185.25,0,0.3,82.25,0.3,2.13,4.34,0.59,2025-03-07 03:52:09,True
26.0,-108.5,2,257.02,0,5.23,69.38,3.1,5.64,12.76,1.85,2025-03-07 03:52:09,True
26.0,-104.0,2,198.6,0,0.25,87.26,0.32,2.3,5.97,0.74,2025-03-07 03:52:09,True
26.0,-106.5,2,193.6,0,0.17,97.28,0.19,4.31,6.15,0.36,2025-03-07 03:52:09,True
26.0,-109.5,2,226.97,0,0.17,80.11,0.15,4.87,12.62,0.1,2025-03-07 03:52:09,True
26.0,-108.0,2,253.68,0,2.08,74.39,0.42,8.51,16.22,2,2025-03-07 03:52:09,True
26.0,-107.0,2,186.92,0,0.18,90.12,0.18,3.8,5.86,0.5,2025-03-07 03:52:09,True
26.0,-111.0,2,233.65,0,0.32,95.84,0.18,6.55,14.09,0.2,2025-03-07 03:52:09,True
26.0,-109.0,2,257.02,0,4.16,73.67,0.54,4.91,11.27,1.2,2025-03-07 03:52:09,True
26.0,-102.5,2,206.95,0,1.07,84.4,0.29,2.85,9.78,0.89,2025-03-07 03:52:09,True
26.0,-106.0,3,193.6,0,0.21,104.43,0.24,4.37,6.46,0.41,2025-03-07 03:52:09,True
26.0,-101.5,3,253.68,0,1.32,111.58,3.73,13.54,22.86,3.45,2025-03-07 03:52:09,True
26.0,-103.5,2,206.95,0,0.55,87.26,0.29,2.35,7,0.91,2025-03-07 03:52:09,True
26.0,-103.0,2,208.62,0,0.7,82.25,0.31,2.71,10.03,0.99,2025-03-07 03:52:09,True
26.0,-98.5,3,230.31,0,0.52,103,0.31,12.3,45.88,0.98,2025-03-07 03:52:10,True
26.0,-98.0,3,240.33,0,1.91,103,1.52,7.25,30.22,1.12,2025-03-07 03:52:10,True
26.0,-100.5,2,407.22,0,13.02,86.55,18.36,12.82,30.12,3.58,2025-03-07 03:52:10,True
26.0,-80.0,3,267.03,0,8.74,101.57,1.73,3,5.38,1.82,2025-03-07 03:52:10,True
26.0,-78.0,3,243.66,0,1.29,134.47,1.03,3.25,8.15,1.06,2025-03-07 03:52:10,True
26.0,-100.0,3,236.99,0,1.07,105.86,0.54,11.24,35.72,1.73,2025-03-07 03:52:10,True
26.0,-99.0,3,223.64,0,0.49,104.43,0.21,11.07,40.98,1.01,2025-03-07 03:52:10,True
26.0,-101.0,2,400.54,0,7.63,97.28,12.99,15.93,32.36,2.91,2025-03-07 03:52:10,True
26.0,-80.5,2,253.68,0,2.4,88.69,0.29,2.16,4.22,1.43,2025-03-07 03:52:10,True
26.0,-81.0,2,253.68,0,2.25,88.69,0.29,2.12,4.28,1.35,2025-03-07 03:52:10,True
26.0,-77.5,3,240.33,0,1.2,130.18,1.64,2.8,7.72,1,2025-03-07 03:52:10,True
26.0,-97.5,3,250.34,0,2.27,105.86,1.21,4.64,19.6,0.94,2025-03-07 03:52:10,True
26.0,-99.5,3,220.3,0,0.72,100.14,0.17,9.57,36.08,1.25,2025-03-07 03:52:10,True
26.5,-113.0,3,226.97,0,0.3,103,0.23,3.07,13.68,0.21,2025-03-07 03:52:10,True
26.0,-81.5,2,257.02,0,1.89,91.55,0.44,2.36,5.04,1.08,2025-03-07 03:52:10,True
26.0,-77.0,3,240.33,0,0.47,118.73,0.55,2.31,7.92,0.82,2025-03-07 03:52:10,True
26.0,-97.0,3,236.99,0,0.2,113.01,0.38,5.27,23.4,0.28,2025-03-07 03:52:10,True
26.0,-78.5,3,247,0,0.88,133.04,0.55,3.28,7.46,1.06,2025-03-07 03:52:10,True
26.0,-76.5,3,243.66,0,0.36,117.3,0.35,2.49,9.69,0.71,2025-03-07 03:52:10,True
26.0,-79.0,3,247,0,0.81,130.18,0.54,3.26,6.98,1.16,2025-03-07 03:52:10,True
26.5,-112.5,2,220.3,0,0.32,97.28,0.18,2.37,10.43,0.32,2025-03-07 03:52:12,True
26.5,-105.5,2,196.93,0,0.25,97.28,0.14,2.64,4.18,0.76,2025-03-07 03:52:12,True
26.5,-107.5,2,190.26,0,0.34,76.53,0.12,2.33,3.7,2.85,2025-03-07 03:52:12,True
26.5,-104.5,2,196.93,0,0.21,88.69,0.1,2.38,5,0.59,2025-03-07 03:52:12,True
26.5,-112.0,2,206.95,0,0.33,68.67,0.05,1.78,6.83,1.01,2025-03-07 03:52:12,True
26.5,-108.5,2,233.65,0,1.39,67.95,0.23,4.8,10.14,2.31,2025-03-07 03:52:12,True
26.5,-105.0,2,196.93,0,0.3,90.12,0.12,2.93,5.22,0.81,2025-03-07 03:52:12,True
26.5,-108.0,3,205.28,0,0.13,115.87,0.16,2.8,5.37,0.4,2025-03-07 03:52:12,True
26.5,-107.0,3,191.93,0,0.08,111.58,0.14,2.01,3.29,0.35,2025-03-07 03:52:12,True
26.5,-109.0,2,283.72,0,8.48,63.66,0.37,4.77,10.51,3.93,2025-03-07 03:52:12,True
26.5,-103.5,2,193.6,0,0.41,80.11,0.21,2.38,8.41,0.73,2025-03-07 03:52:12,True
26.5,-106.5,3,183.58,0,0.08,104.43,0.14,2.77,4.46,0.37,2025-03-07 03:52:12,True
26.5,-103.0,2,188.59,0,0.39,76.53,0.2,3.04,13.06,0.68,2025-03-07 03:52:12,True
26.5,-106.0,3,191.93,0,0.07,103,0.13,2.52,3.89,0.28,2025-03-07 03:52:12,True
26.5,-102.0,3,367.17,0,1.8,125.89,11.09,21.7,37.04,3.9,2025-03-07 03:52:12,True
26.5,-104.0,2,206.95,0,0.46,88.69,0.16,2.21,6.22,0.78,2025-03-07 03:52:12,True
26.5,-101.5,3,353.81,0,3.64,125.89,12.64,22.5,37.62,2.06,2025-03-07 03:52:12,True
26.5,-109.5,2,220.3,0,0.6,70.1,0.22,2.2,5.13,0.4,2025-03-07 03:52:12,True
26.5,-102.5,3,240.33,0,1.74,108.72,0.81,7.89,18.72,2.66,2025-03-07 03:52:12,True
26.5,-111.5,2,230.31,0,0.8,81.54,0.17,4.51,13.29,0.59,2025-03-07 03:52:12,True
26.5,-101.0,3,267.03,0,2.53,104.43,6.74,13.5,32.5,2.15,2025-03-07 03:52:13,True
26.5,-99.0,3,230.31,0,1.71,103,1.07,11.29,41.13,1.22,2025-03-07 03:52:13,True
26.5,-100.5,3,247,0,2.08,100.14,3.4,12.71,30.61,2.31,2025-03-07 03:52:13,True
26.5,-99.5,3,223.64,0,0.59,103,0.24,11.25,40.7,1.16,2025-03-07 03:52:13,True
26.5,-82.0,2,260.35,0,2.34,94.41,0.4,2.22,4.7,1.06,2025-03-07 03:52:13,True
26.5,-100.0,3,226.97,0,1.08,100.14,0.24,10.77,40.23,1.33,2025-03-07 03:52:13,True
26.5,-97.5,3,236.99,0,0.64,108.72,0.42,4.19,17.32,0.6,2025-03-07 03:52:13,True
26.5,-98.5,3,240.33,0,1.95,103,2.09,9.72,38.03,1.09,2025-03-07 03:52:13,True
26.5,-81.0,2,257.02,0,1.48,91.55,0.41,2.28,4.27,2.38,2025-03-07 03:52:13,True
26.5,-80.0,3,260.35,0,4.67,111.58,1.03,3.31,4.86,2.19,2025-03-07 03:52:13,True
26.5,-81.5,2,267.03,0,2.96,89.41,0.35,2.32,4.7,1.65,2025-03-07 03:52:13,True
26.5,-79.0,3,247,0,1.74,123.02,0.74,3.11,6.73,1.3,2025-03-07 03:52:13,True
26.5,-77.0,3,243.66,0,0.47,120.16,0.57,2.94,10.88,0.78,2025-03-07 03:52:13,True
26.5,-98.0,3,243.66,0,2.04,103,0.54,4.59,19.78,1.27,2025-03-07 03:52:13,True
26.5,-77.5,3,243.66,0,0.36,118.73,0.34,2.38,7.44,0.92,2025-03-07 03:52:13,True
26.5,-78.5,3,247,0,1.82,118.73,0.89,2.84,6.67,1.14,2025-03-07 03:52:13,True
26.5,-78.0,3,240.33,0,0.59,118.73,0.43,2.34,6.36,0.94,2025-03-07 03:52:13,True
26.5,-80.5,2,253.68,0,1.61,98.71,0.44,2.42,4.07,2.31,2025-03-07 03:52:13,True
27.0,-104.0,2,196.93,0,0.8,87.98,0.1,2.57,8.93,0.68,2025-03-07 03:53:14,True
27.0,-106.0,3,190.26,0,0.14,105.86,0.1,1.85,3.2,0.34,2025-03-07 03:53:14,True
27.0,-114.5,3,240.33,0,0.44,103,0.44,2.29,8.62,0,2025-03-07 03:53:14,True
27.0,-104.5,2,196.93,0,1.15,94.41,0.1,1.88,4.73,0.55,2025-03-07 03:53:14,True
27.0,-105.0,2,200.27,0,1.02,97.28,0.11,1.83,4.11,0.51,2025-03-07 03:53:14,True
27.0,-113.0,3,230.31,0,0.41,103,0.26,3.07,12.64,0.26,2025-03-07 03:53:14,True
27.0,-109.0,2,236.99,0,3.56,63.66,0.25,4.53,10.57,4.31,2025-03-07 03:53:14,True
27.0,-105.5,3,196.93,0,0.7,101.57,0.14,2,3.71,0.52,2025-03-07 03:53:14,True
27.0,-108.0,2,205.28,0,0.21,82.97,0.21,3.46,6.81,0.52,2025-03-07 03:53:14,True
27.0,-112.0,2,243.66,0,2.68,85.83,0.37,3.55,8.27,1.65,2025-03-07 03:53:14,True
27.0,-113.5,2,226.97,0,0.29,98.71,0.25,3.5,15.74,0.24,2025-03-07 03:53:14,True
27.0,-108.5,2,216.96,0,0.37,77.96,0.17,5.58,13.55,2.25,2025-03-07 03:53:14,True
27.0,-107.5,2,193.6,0,0.23,82.25,0.06,2.09,3.69,0.48,2025-03-07 03:53:14,True
27.0,-106.5,3,185.25,0,0.23,107.29,0.08,1.28,2.01,0.28,2025-03-07 03:53:14,True
27.0,-103.5,2,203.61,0,0.58,87.26,0.12,4.26,20.91,0.67,2025-03-07 03:53:14,True
27.0,-107.0,3,180.24,0,0.14,107.29,0.08,1.67,2.57,0.27,2025-03-07 03:53:14,True
27.0,-114.0,2,226.97,0,0.21,98.71,0.22,3.19,13.32,0.19,2025-03-07 03:53:14,True
27.0,-110.0,2,220.3,0,0.46,69.38,0.12,1.69,4.41,0.54,2025-03-07 03:53:14,True
27.0,-109.5,1,247,0,3.94,44.7,0.38,2.3,4.86,2.6,2025-03-07 03:53:14,True
27.0,-112.5,2,216.96,0,0.41,94.41,0.16,2.28,8.97,0.36,2025-03-07 03:53:14,True
27.0,-102.5,2,220.3,0,0.76,87.26,0.73,7.8,18.42,2.6,2025-03-07 03:53:15,True
27.0,-99.5,3,226.97,0,1.24,101.57,0.74,11.5,40.75,1.31,2025-03-07 03:53:15,True
