Latitude,Longitude,AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3,Timestamp,Is_Land
32.5,-96.5,2,267.03,0,4.33,85.12,0.26,4.29,6.61,5.51,2025-03-02 02:43:29,True
32.5,-95.5,2,257.02,0,4.41,90.12,5.07,4.14,7.5,11.27,2025-03-02 02:43:30,True
32.5,-94.5,2,253.68,0,3.13,84.4,0.85,2.98,4.78,3.71,2025-03-02 02:43:31,True
32.5,-94.0,2,257.02,0,2.42,85.83,0.46,2.28,3.69,3.33,2025-03-02 02:43:32,True
32.5,-93.5,2,247,0,3.51,72.24,0.21,2.24,3.49,2.19,2025-03-02 02:43:33,True
32.5,-93.0,2,250.34,0,3.04,75.1,0.35,2.19,6.27,9.25,2025-03-02 02:43:34,True
32.5,-92.5,2,250.34,0,3.86,78.68,0.51,2.53,6.45,14.06,2025-03-02 02:43:35,True
32.5,-92.0,2,270.37,0,5.31,82.25,1.46,3.22,4.31,3.17,2025-03-02 02:43:36,True
32.5,-91.5,2,263.69,0,1.95,90.12,0.21,2.39,2.86,3.17,2025-03-02 02:43:37,True
32.5,-91.0,2,267.03,0,2.12,94.41,0.85,2.92,3.33,2.76,2025-03-02 02:43:38,True
32.5,-90.5,2,267.03,0,2.53,92.98,0.89,2.53,2.87,2.28,2025-03-02 02:43:39,True
32.5,-90.0,2,263.69,0,1.59,95.84,0.24,3.21,3.87,2.25,2025-03-02 02:43:40,True
32.5,-89.5,2,263.69,0,1.61,97.28,0.32,3.73,4.67,6.21,2025-03-02 02:43:41,True
32.5,-89.0,3,263.69,0,2.04,104.43,1.94,6.1,7.63,6.59,2025-03-02 02:43:42,True
32.5,-88.5,2,263.69,0,1.56,98.71,1.03,4.42,5.21,2.22,2025-03-02 02:43:43,True
32.5,-88.0,3,270.37,0,1.54,104.43,1.65,5.49,6.06,2.47,2025-03-02 02:43:44,True
32.5,-87.5,3,267.03,0,1.59,103,1.57,5.39,5.97,2.28,2025-03-02 02:43:45,True
32.5,-87.0,2,257.02,0,1.2,98.71,0.72,4.08,4.72,2.19,2025-03-02 02:43:46,True
32.5,-86.5,2,260.35,0,3.77,94.41,4.17,3.85,5.19,2.6,2025-03-02 02:43:47,True
32.5,-86.0,2,257.02,0,2.66,97.28,2.8,3.74,5.21,3.86,2025-03-02 02:43:48,True
32.5,-85.5,3,257.02,0,1.46,101.57,0.7,4.88,6.17,4.02,2025-03-02 02:43:49,True
32.5,-85.0,3,260.35,0,2.36,104.43,0.64,6.14,7.84,4.56,2025-03-02 02:43:50,True
32.5,-84.5,3,253.68,0,1.78,104.43,1.06,4.86,6.31,5.38,2025-03-02 02:43:51,True
32.5,-84.0,3,253.68,0,2.1,100.14,1.86,3.98,5.42,4.94,2025-03-02 02:43:52,True
32.5,-83.5,2,253.68,0,3.77,98.71,3.99,3.98,5.53,4.05,2025-03-02 02:43:53,True
32.5,-83.0,3,253.68,0,2.61,101.57,3.1,4.36,5.74,3.17,2025-03-02 02:43:54,True
32.5,-82.5,3,253.68,0,2.25,105.86,2.68,4.96,6.43,3.1,2025-03-02 02:43:55,True
32.5,-82.0,3,257.02,0,1.91,111.58,2.62,6.96,8.52,2.79,2025-03-02 02:43:56,True
32.5,-81.5,3,260.35,0,1.78,113.01,2.41,7.65,9.3,2.57,2025-03-02 02:43:57,True
32.5,-81.0,3,263.69,0,1.8,113.01,1.61,8.14,9.7,1.82,2025-03-02 02:43:58,True
32.5,-80.5,3,263.69,0,1.84,111.58,1.21,8.3,9.55,1.44,2025-03-02 02:43:59,True
32.5,-80.0,3,267.03,0,2.57,108.72,1.04,7.08,8.16,0.97,2025-03-02 02:44:00,True
33.0,-118.5,3,250.34,0,0.56,100.14,0.84,8.68,21.79,0,2025-03-02 02:44:40,True
33.0,-117.5,3,240.33,0,0.42,105.86,0.47,5.43,10.81,0,2025-03-02 02:44:42,True
33.0,-117.0,2,283.72,0,12.51,82.25,1.68,3.66,6.92,0.97,2025-03-02 02:44:43,True
33.0,-116.5,2,230.31,0,5.14,79.39,0.77,1.98,3.66,0.33,2025-03-02 02:44:44,True
33.0,-116.0,3,243.66,0,1.93,107.29,0.62,2.59,7.41,0.42,2025-03-02 02:44:45,True
33.0,-115.5,3,243.66,0,1.74,108.72,0.57,3.88,17.42,0.53,2025-03-02 02:44:46,True
33.0,-115.0,3,243.66,0,1.52,110.15,0.54,5.6,30.04,0.52,2025-03-02 02:44:47,True
33.0,-114.5,3,240.33,0,1.48,113.01,0.57,6.85,36.38,0.68,2025-03-02 02:44:48,True
33.0,-114.0,3,243.66,0,1.36,127.32,0.54,8.98,42.14,0.97,2025-03-02 02:44:49,True
33.0,-113.5,3,243.66,0,1.17,133.04,0.59,10.3,44.33,1.14,2025-03-02 02:44:50,True
33.0,-113.0,3,223.64,0,0.63,128.75,0.45,5.1,24.32,0.63,2025-03-02 02:44:51,True
33.0,-112.5,3,213.62,0,0.8,130.18,0.2,5.56,32.81,0.52,2025-03-02 02:44:52,True
33.0,-112.0,3,216.96,0,0.4,123.02,0.03,4.94,30.24,0.66,2025-03-02 02:44:53,True
33.0,-111.5,3,220.3,0,0.53,115.87,0.05,2.87,15.24,0.49,2025-03-02 02:44:54,True
33.0,-111.0,3,210.29,0,0.24,120.16,0.02,2.78,16.76,0.53,2025-03-02 02:44:55,True
33.0,-110.5,3,210.29,0,0.24,113.01,0.02,4.43,27.29,0.67,2025-03-02 02:44:56,True
33.0,-110.0,3,216.96,0,0.42,107.29,0.1,6.54,26.98,1.17,2025-03-02 02:44:57,True
33.0,-109.5,3,203.61,0,0.38,100.14,0.12,4.66,13.45,1.12,2025-03-02 02:44:58,True
33.0,-109.0,2,191.93,0,0.36,92.98,0.21,3.39,9.43,0.83,2025-03-02 02:44:59,True
33.0,-108.5,2,206.95,0,0.37,98.71,0.1,3.13,9.48,0.95,2025-03-02 02:45:00,True
33.0,-108.0,2,193.6,0,0.66,89.41,0.08,4.43,15.32,1.49,2025-03-02 02:45:01,True
33.0,-107.5,2,200.27,0,0.91,94.41,0.13,6.42,24.44,1.74,2025-03-02 02:45:02,True
33.0,-107.0,3,223.64,0,1.56,110.15,0.73,8.18,26.12,2.72,2025-03-02 02:45:03,True
33.0,-106.5,3,208.62,0,0.73,105.86,0.59,6.97,24.39,2.09,2025-03-02 02:45:04,True
33.0,-106.0,2,220.3,0,1.61,98.71,0.18,5.38,19.03,3.14,2025-03-02 02:45:05,True
33.0,-105.5,2,198.6,0,0.86,91.55,0.12,5.06,15.65,1.57,2025-03-02 02:45:06,True
33.0,-105.0,3,213.62,0,0.81,105.86,0.17,7.63,24.15,4.05,2025-03-02 02:45:07,True
33.0,-104.5,3,236.99,0,1.46,115.87,0.44,8.88,25.38,3.64,2025-03-02 02:45:08,True
33.0,-104.0,3,220.3,0,1.3,114.44,0.48,6.95,16.91,3.55,2025-03-02 02:45:09,True
33.0,-103.5,3,226.97,0,1.8,113.01,0.72,7.52,16.32,3.71,2025-03-02 02:45:10,True
33.0,-103.0,3,233.65,0,1.09,117.3,0.39,9.2,20.97,2.22,2025-03-02 02:45:11,True
33.0,-102.5,3,240.33,0,1.05,115.87,0.32,8.95,22.42,2.31,2025-03-02 02:45:12,True
33.0,-102.0,3,240.33,0,1.34,108.72,0.23,7.22,15.51,3.14,2025-03-02 02:45:13,True
33.0,-101.5,3,247,0,2.06,101.57,0.16,7.01,14.23,5.26,2025-03-02 02:45:14,True
33.0,-101.0,3,243.66,0,1.86,101.57,0.22,6.36,11.62,4.62,2025-03-02 02:45:15,True
33.0,-100.5,3,250.34,0,1.5,113.01,0.55,7.14,11.3,4.12,2025-03-02 02:45:16,True
33.0,-100.0,3,253.68,0,1.34,123.02,0.93,7.67,10.93,3.58,2025-03-02 02:45:17,True
33.0,-99.5,3,253.68,0,1.48,125.89,1.1,7.93,10.29,3.77,2025-03-02 02:45:18,True
33.0,-99.0,3,257.02,0,1.97,127.32,1.42,8.26,9.85,3.45,2025-03-02 02:45:19,True
33.0,-98.5,3,263.69,0,3.09,120.16,1.49,7.53,8.96,3.67,2025-03-02 02:45:20,True
33.0,-97.0,2,310.42,0,16.11,82.97,1.51,5.48,7.53,4.12,2025-03-02 02:46:20,True
33.0,-96.0,2,257.02,0,3.56,77.96,0.22,3.5,5.45,7.47,2025-03-02 02:46:21,True
33.0,-98.0,3,267.03,0,6.08,101.57,1.31,4.29,5.75,3.83,2025-03-02 02:46:23,True
33.0,-95.5,2,250.34,0,3.38,73.67,0.21,3.04,7.08,14.19,2025-03-02 02:46:23,True
33.0,-94.0,2,260.35,0,4.58,70.81,1.01,2.25,5.46,7.54,2025-03-02 02:46:24,True
33.0,-95.0,2,257.02,0,5.27,74.39,0.54,3.47,9.02,24.57,2025-03-02 02:46:25,True
33.0,-97.5,2,277.04,0,8.05,92.98,0.98,3.65,5.25,3.83,2025-03-02 02:46:26,True
33.0,-93.5,2,247,0,1.99,77.96,0.17,1.77,3.55,4.94,2025-03-02 02:46:27,True
33.0,-96.5,2,273.71,0,6.68,86.55,0.42,5,6.65,4.69,2025-03-02 02:46:28,True
33.0,-94.5,2,257.02,0,3.17,82.97,0.84,2.54,5.76,9.25,2025-03-02 02:46:29,True
33.0,-93.0,2,247,0,2.25,75.82,0.34,1.71,3.62,5,2025-03-02 02:46:30,True
33.0,-92.5,2,253.68,0,2.74,81.54,0.4,2.11,4.02,6.02,2025-03-02 02:46:31,True
33.0,-92.0,2,260.35,0,2.34,90.84,1.25,2.73,3.74,2.88,2025-03-02 02:46:32,True
33.0,-91.5,2,270.37,0,2.29,85.83,0.22,2.72,3.46,3.39,2025-03-02 02:46:33,True
33.0,-91.0,2,283.72,0,2.87,87.98,0.58,3.12,3.51,3.61,2025-03-02 02:46:34,True
33.0,-90.5,2,273.71,0,1.61,92.98,0.29,2.6,2.86,2.6,2025-03-02 02:46:35,True
33.0,-90.0,2,267.03,0,1.35,94.41,0.25,3.41,3.72,2.03,2025-03-02 02:46:36,True
33.0,-89.5,2,273.71,0,2.42,97.28,0.94,4.76,5.13,2.22,2025-03-02 02:46:37,True
33.0,-89.0,3,263.69,0,1.74,101.57,1.68,4.55,5.18,2.57,2025-03-02 02:46:38,True
33.0,-88.5,2,273.71,0,4.76,91.55,2.74,3.98,4.62,2.63,2025-03-02 02:46:39,True
33.0,-88.0,3,270.37,0,1.63,101.57,1.49,5.38,6.05,2.88,2025-03-02 02:46:40,True
33.0,-87.5,2,267.03,0,1.71,98.71,0.84,4.2,4.91,2.53,2025-03-02 02:46:41,True
33.0,-87.0,2,260.35,0,2.44,97.28,2.24,3.11,4.18,3.01,2025-03-02 02:46:42,True
33.0,-86.5,2,270.37,0,4.97,94.41,3.76,2.88,4.84,4.05,2025-03-02 02:46:43,True
33.0,-86.0,3,260.35,0,1.89,100.14,0.48,3.17,4.41,4.31,2025-03-02 02:46:44,True
33.0,-85.5,3,260.35,0,1.56,101.57,0.63,4.83,6.07,4.12,2025-03-02 02:46:45,True
33.0,-85.0,3,257.02,0,1.69,101.57,0.84,4.55,6.46,7.54,2025-03-02 02:46:46,True
33.0,-84.5,2,253.68,0,2.68,97.28,2.38,3.44,4.72,4.31,2025-03-02 02:46:47,True
33.0,-84.0,2,257.02,0,2.36,95.84,1.62,3.07,4.4,4.24,2025-03-02 02:46:48,True
33.0,-83.5,2,260.35,0,4.46,95.84,5.01,3.24,4.83,3.26,2025-03-02 02:46:49,True
33.0,-83.0,2,263.69,0,3.81,97.28,3.99,3.89,5.49,3.39,2025-03-02 02:46:50,True
33.0,-82.5,3,260.35,0,3.09,100.14,2.92,5.11,6.73,3.64,2025-03-02 02:46:51,True
33.0,-82.0,3,260.35,0,2.04,108.72,2.24,5.77,7.5,3.8,2025-03-02 02:46:52,True
33.0,-81.5,3,260.35,0,2.16,114.44,2.27,6.48,8.42,3.74,2025-03-02 02:46:53,True
33.0,-81.0,3,260.35,0,2.29,115.87,2.21,7.04,8.93,3.33,2025-03-02 02:46:54,True
33.0,-80.5,3,263.69,0,2.23,115.87,2.18,7.11,9.03,2.98,2025-03-02 02:46:55,True
33.0,-80.0,3,273.71,0,3.43,113.01,1.85,8.5,10.28,2.31,2025-03-02 02:46:56,True
33.0,-79.5,3,283.72,0,3.73,103,1.39,9.52,10.74,1.09,2025-03-02 02:46:57,True
33.5,-118.0,3,273.71,0,6.17,105.86,1.19,13.51,26.4,0.26,2025-03-02 02:47:35,True
33.5,-119.0,3,250.34,0,0.48,101.57,0.8,8.2,19.76,0,2025-03-02 02:47:36,True
33.5,-118.5,3,260.35,0,0.54,101.57,0.75,8.71,18.06,0,2025-03-02 02:47:37,True
33.5,-112.5,3,226.97,0,2.59,135.9,0.55,4.74,16.27,1,2025-03-02 02:53:30,True
33.5,-112.0,4,236.99,0,3.51,140.19,0.98,7.96,35.77,0.74,2025-03-02 02:53:31,True
33.5,-111.5,3,226.97,0,3.38,125.89,0.44,7.76,46.56,0.86,2025-03-02 02:53:32,True
33.5,-111.0,3,213.62,0,0.36,130.18,0.02,1.86,9.6,0.49,2025-03-02 02:53:33,True
33.5,-110.5,3,198.6,0,0.42,108.72,0.03,3.13,17.13,0.73,2025-03-02 02:53:34,True
33.5,-110.0,3,198.6,0,0.29,100.14,0.06,6.65,29.45,1.08,2025-03-02 02:53:35,True
33.5,-109.5,2,198.6,0,0.32,98.71,0.08,4.27,11.27,1.01,2025-03-02 02:53:36,True
33.5,-109.0,2,185.25,0,0.27,91.55,0.11,2.96,7.7,0.68,2025-03-02 02:53:37,True
33.5,-108.5,2,190.26,0,0.23,90.12,0.06,2.52,5.86,0.74,2025-03-02 02:53:38,True
33.5,-108.0,2,196.93,0,0.41,97.28,0.28,6.45,20.63,1.5,2025-03-02 02:53:39,True
33.5,-107.5,2,201.94,0,0.58,98.71,0.34,5.83,20.01,1.55,2025-03-02 02:53:40,True
33.5,-107.0,3,210.29,0,0.87,105.86,0.41,7.35,26.33,2.72,2025-03-02 02:53:41,True
33.5,-106.5,3,213.62,0,0.58,111.58,0.16,7.63,30.78,2.53,2025-03-02 02:53:42,True
33.5,-106.0,2,208.62,0,1.03,87.26,0.06,3.07,10.91,3.04,2025-03-02 02:53:43,True
33.5,-105.5,3,205.28,0,1.25,101.57,0.13,4.65,13.8,3.01,2025-03-02 02:53:44,True
33.5,-105.0,3,223.64,0,0.92,115.87,0.24,8.24,25.68,4.56,2025-03-02 02:53:45,True
33.5,-104.5,3,230.31,0,1.74,114.44,0.43,7.7,22.03,4.12,2025-03-02 02:53:46,True
33.5,-104.0,3,220.3,0,1,115.87,0.4,6.83,15.69,3.67,2025-03-02 02:53:47,True
33.5,-103.5,3,220.3,0,1.48,113.01,0.37,7.2,16.98,3.58,2025-03-02 02:53:48,True
33.5,-103.0,3,230.31,0,1.19,114.44,0.23,8.12,21.34,2.53,2025-03-02 02:53:49,True
33.5,-102.5,3,230.31,0,1.18,110.15,0.31,7.05,16.61,2.82,2025-03-02 02:53:50,True
33.5,-102.0,3,247,0,3.3,105.86,0.64,6.95,13.94,3.48,2025-03-02 02:53:51,True
33.5,-101.5,3,236.99,0,1.39,107.29,0.37,6.16,12.68,3.8,2025-03-02 02:53:52,True
33.5,-101.0,3,240.33,0,1.23,110.15,0.51,6.01,11.05,4.24,2025-03-02 02:53:53,True
33.5,-100.5,3,240.33,0,1.18,110.15,0.57,5.59,9.42,3.67,2025-03-02 02:53:54,True
33.5,-100.0,3,236.99,0,1.29,108.72,0.45,4.22,6.57,3.67,2025-03-02 02:53:55,True
33.5,-99.5,3,233.65,0,1.25,107.29,0.31,2.92,4.58,3.33,2025-03-02 02:53:56,True
33.5,-99.0,3,233.65,0,1.05,103,0.25,2.11,2.65,3.48,2025-03-02 02:53:57,True
33.5,-98.5,3,240.33,0,1.07,101.57,0.35,2.83,3.37,3.77,2025-03-02 02:53:58,True
33.5,-98.0,3,260.35,0,1.41,100.14,0.47,5.05,5.6,4.12,2025-03-02 02:53:59,True
33.5,-97.5,2,273.71,0,1.67,97.28,0.51,7.04,7.61,4.5,2025-03-02 02:54:00,True
33.5,-97.0,2,287.06,0,2.96,87.26,0.42,9.23,9.87,4.81,2025-03-02 02:54:01,True
33.5,-96.5,2,263.69,0,2.57,82.25,0.37,6.03,6.7,4.62,2025-03-02 02:55:02,True
33.5,-96.0,2,250.34,0,1.71,84.4,0.34,3.45,4.26,4.43,2025-03-02 02:55:03,True
33.5,-95.5,2,250.34,0,2.7,77.25,0.61,2.99,4,5.45,2025-03-02 02:55:04,True
33.5,-94.0,2,250.34,0,4.46,71.53,0.75,2.87,8.51,16.47,2025-03-02 02:55:05,True
33.5,-95.0,2,250.34,0,2.19,74.39,0.22,2.94,5.86,7.35,2025-03-02 02:55:06,True
33.5,-93.0,2,250.34,0,2.29,82.25,0.33,1.66,2.48,2.28,2025-03-02 02:55:07,True
33.5,-94.5,2,257.02,0,2.27,84.4,0.59,3.76,6.99,11.78,2025-03-02 02:55:08,True
33.5,-92.5,2,253.68,0,1.76,79.39,0.14,2.18,3.58,2.76,2025-03-02 02:55:09,True
33.5,-93.5,2,253.68,0,4.41,70.1,0.16,2.6,7.37,14.82,2025-03-02 02:55:10,True
33.5,-92.0,2,267.03,0,3.73,84.4,1.48,2.16,4.13,8.11,2025-03-02 02:55:11,True
33.5,-91.5,2,287.06,0,2.7,85.12,0.44,3.34,4.76,4.62,2025-03-02 02:55:12,True
33.5,-91.0,2,287.06,0,2.7,88.69,0.52,3.07,3.46,3.99,2025-03-02 02:55:13,True
33.5,-90.5,2,290.39,0,2.57,87.26,0.21,2.94,3.21,3.39,2025-03-02 02:55:14,True
33.5,-90.0,2,280.38,0,4.33,88.69,1.49,3.46,3.71,1.93,2025-03-02 02:55:15,True
33.5,-89.5,2,267.03,0,2.16,95.84,0.98,3.16,3.5,1.85,2025-03-02 02:55:16,True
33.5,-89.0,2,267.03,0,1.34,95.84,0.65,3.23,3.52,2.53,2025-03-02 02:55:17,True
33.5,-88.5,2,273.71,0,1.67,97.28,2.21,5.66,6.1,2.28,2025-03-02 02:55:18,True
33.5,-88.0,2,267.03,0,1.27,97.28,0.84,3.91,4.49,2.66,2025-03-02 02:55:19,True
33.5,-87.5,2,263.69,0,1.34,95.84,0.67,3.08,3.89,3.64,2025-03-02 02:55:20,True
33.5,-87.0,2,263.69,0,2.96,90.84,3.01,2.86,4.22,4.88,2025-03-02 02:55:21,True
33.5,-86.5,2,270.37,0,4.2,87.26,0.66,3.49,5.57,6.52,2025-03-02 02:55:22,True
33.5,-86.0,2,267.03,0,1.89,92.98,0.98,4.28,5.86,5.38,2025-03-02 02:55:23,True
33.5,-85.5,2,257.02,0,1.37,92.98,0.78,4.34,5.69,5.45,2025-03-02 02:55:24,True
33.5,-85.0,2,257.02,0,1.89,91.55,1.43,3.78,5.14,5.13,2025-03-02 02:55:25,True
33.5,-84.5,2,260.35,0,3.21,91.55,3.28,3.42,4.69,3.2,2025-03-02 02:55:26,True
33.5,-84.0,2,267.03,0,4.71,90.12,2.3,3.37,5.12,3.48,2025-03-02 02:55:27,True
33.5,-83.5,2,260.35,0,2.34,92.98,1.13,2.81,4.22,4.18,2025-03-02 02:55:28,True
33.5,-83.0,2,257.02,0,1.5,98.71,0.95,2.96,4.87,6.84,2025-03-02 02:55:29,True
33.5,-82.5,3,257.02,0,1.27,101.57,0.98,3.42,5.32,6.71,2025-03-02 02:55:30,True
33.5,-82.0,3,253.68,0,1.34,101.57,0.93,3.68,5.63,6.65,2025-03-02 02:55:31,True
33.5,-81.5,3,253.68,0,1.24,101.57,0.88,3.88,5.96,7.03,2025-03-02 02:55:32,True
33.5,-81.0,3,253.68,0,1.18,104.43,0.89,4.29,6.54,7.41,2025-03-02 02:55:33,True
33.5,-80.5,3,253.68,0,1.54,107.29,1.21,4.68,6.77,6.27,2025-03-02 02:55:34,True
33.5,-80.0,3,257.02,0,1.95,111.58,2.03,5.46,7.41,5.19,2025-03-02 02:55:35,True
33.5,-79.5,3,257.02,0,1.61,114.44,1.91,5.9,7.63,3.99,2025-03-02 02:55:36,True
34.0,-120.5,3,236.99,0,0.86,103,0.81,2.89,9.66,0,2025-03-02 02:56:11,True
34.0,-120.0,2,243.66,0,0.71,97.28,0.79,3.39,10.66,0.02,2025-03-02 02:56:12,True
34.0,-119.5,2,240.33,0,0.8,92.98,0.86,5.33,14.39,0.05,2025-03-02 02:56:13,True
34.0,-119.0,2,270.37,0,1.19,97.28,1.01,11.61,20.27,0.01,2025-03-02 02:56:14,True
34.0,-118.5,3,260.35,0,1.44,107.29,0.85,12.49,21.51,0.01,2025-03-02 02:56:15,True
34.0,-118.0,2,337.12,0,32.9,79.39,5.72,12.03,23.33,1.08,2025-03-02 02:56:16,True
34.0,-117.5,2,277.04,0,12.34,91.55,2.47,8.78,15.95,0.56,2025-03-02 02:56:17,True
34.0,-117.0,2,250.34,0,6.26,94.41,0.97,4.54,7.69,0.48,2025-03-02 02:56:18,True
34.0,-116.5,3,287.06,0,7.71,111.58,1.33,6.56,10.4,0.5,2025-03-02 02:56:19,True
34.0,-116.0,3,236.99,0,1.76,130.18,0.42,5.95,19.4,1.74,2025-03-02 02:56:20,True
34.0,-115.5,3,220.3,0,1.03,125.89,0.32,7.93,30.45,1.84,2025-03-02 02:56:21,True
34.0,-115.0,3,230.31,0,1.65,117.3,0.22,6.1,22.03,1.93,2025-03-02 02:56:22,True
34.0,-114.5,3,236.99,0,2.44,118.73,0.35,9.47,33.65,4.62,2025-03-02 02:56:23,True
34.0,-114.0,4,230.31,0,0.92,141.62,0.28,9.28,39.8,2.41,2025-03-02 02:56:24,True
34.0,-113.5,3,226.97,0,1.14,124.45,0.41,8.26,26.68,3.55,2025-03-02 02:56:25,True
34.0,-113.0,3,223.64,0,0.68,131.61,0.44,7.44,28.84,1.55,2025-03-02 02:56:26,True
34.0,-112.5,4,216.96,0,0.66,140.19,0.38,4.26,15.06,0.64,2025-03-02 02:56:27,True
34.0,-112.0,3,213.62,0,1.26,134.47,0.37,6.01,27.7,0.63,2025-03-02 02:56:28,True
34.0,-111.5,3,206.95,0,0.98,133.04,0.19,4.43,25.05,0.48,2025-03-02 02:56:29,True
34.0,-111.0,3,198.6,0,0.68,105.86,0.06,2.39,10.82,0.43,2025-03-02 02:56:30,True
34.0,-110.5,3,205.28,0,0.36,105.86,0.03,3.85,17.33,0.58,2025-03-02 02:56:31,True
34.0,-110.0,2,196.93,0,0.27,97.28,0.07,6.06,22.89,0.75,2025-03-02 02:56:32,True
34.0,-109.5,2,183.58,0,0.39,89.41,0.08,3.44,7.77,0.79,2025-03-02 02:56:33,True
34.0,-109.0,2,183.58,0,0.37,87.98,0.07,2.37,5.04,0.82,2025-03-02 02:56:34,True
34.0,-108.5,2,185.25,0,0.4,85.83,0.06,2.82,7.06,1.2,2025-03-02 02:56:35,True
34.0,-108.0,2,193.6,0,0.45,95.84,0.3,5.73,19.19,1.96,2025-03-02 02:56:36,True
34.0,-107.5,3,198.6,0,0.66,101.57,0.43,6.65,23.05,1.84,2025-03-02 02:56:37,True
34.0,-107.0,3,198.6,0,0.99,100.14,0.18,6.98,25.93,2.38,2025-03-02 02:56:38,True
34.0,-106.5,3,208.62,0,0.58,107.29,0.14,7.15,27.27,2.25,2025-03-02 02:56:39,True
34.0,-106.0,2,208.62,0,1.03,91.55,0.08,3.48,11.67,2.91,2025-03-02 02:56:40,True
34.0,-105.5,3,206.95,0,0.69,108.72,0.16,5.63,16.77,3.61,2025-03-02 02:56:41,True
34.0,-105.0,3,216.96,0,0.92,117.3,0.29,7.22,22.95,4.37,2025-03-02 02:56:42,True
34.0,-104.5,3,220.3,0,1.32,117.3,0.33,6.84,19.11,4.31,2025-03-02 02:56:43,True
34.0,-104.0,3,223.64,0,1.02,114.44,0.26,7.34,17.21,4.12,2025-03-02 02:56:44,True
34.0,-103.5,3,220.3,0,0.98,115.87,0.23,7.01,17.58,3.42,2025-03-02 02:56:45,True
34.0,-103.0,3,226.97,0,1.11,113.01,0.2,7.56,19.93,3.07,2025-03-02 02:56:46,True
34.0,-102.5,3,230.31,0,1.16,111.58,0.47,6.59,14.75,3.42,2025-03-02 02:56:47,True
34.0,-102.0,3,236.99,0,1.63,111.58,0.51,6.21,12.56,3.74,2025-03-02 02:56:48,True
34.0,-101.5,3,233.65,0,1.32,105.86,0.42,5.88,11.36,4.12,2025-03-02 02:56:49,True
34.0,-101.0,3,236.99,0,1.34,101.57,0.43,5.14,9.32,4.31,2025-03-02 02:56:50,True
34.0,-100.5,3,236.99,0,1.18,105.86,0.45,4.25,6.79,3.86,2025-03-02 02:56:51,True
34.0,-100.0,3,236.99,0,1.34,105.86,0.36,3.76,5.09,3.29,2025-03-02 02:56:52,True
34.0,-99.5,3,240.33,0,1.5,103,0.51,3.34,4.1,3.45,2025-03-02 02:56:53,True
34.0,-99.0,3,250.34,0,1.54,104.43,0.62,3.89,4.42,3.48,2025-03-02 02:56:54,True
34.0,-98.5,3,257.02,0,1.46,101.57,0.7,4.45,4.97,3.74,2025-03-02 02:56:55,True
34.0,-98.0,2,263.69,0,1.3,98.71,0.85,4.21,4.76,4.05,2025-03-02 02:56:56,True
34.0,-97.5,2,263.69,0,1.36,98.71,0.9,3.89,4.46,3.74,2025-03-02 02:56:57,True
34.0,-97.0,2,280.38,0,1.5,98.71,1.03,5.25,5.85,4.05,2025-03-02 02:56:58,True
34.0,-96.5,2,300.41,0,2.53,95.84,0.98,8.06,8.71,4.62,2025-03-02 02:56:59,True
34.0,-96.0,2,253.68,0,1.52,86.55,0.35,6.29,7,4.12,2025-03-02 02:57:00,True
34.0,-95.5,2,250.34,0,1.32,90.84,0.43,6.18,7.17,4.12,2025-03-02 02:57:01,True
34.0,-91.5,2,307.08,0,3.51,83.69,0.72,4.28,5.34,5.45,2025-03-02 02:58:01,True
34.0,-95.0,2,257.02,0,2.74,90.12,1.54,2.63,5.19,7.03,2025-03-02 02:58:02,True
34.0,-94.5,2,257.02,0,1.84,82.97,0.2,5.14,8.34,10.26,2025-03-02 02:58:03,True
34.0,-92.5,2,260.35,0,2.55,85.12,0.38,2.03,2.91,2.5,2025-03-02 02:58:04,True
34.0,-93.5,2,257.02,0,2.04,80.82,0.15,5.66,8.07,7.66,2025-03-02 02:58:05,True
34.0,-94.0,2,247,0,1.95,81.54,0.16,2.55,5.35,11.91,2025-03-02 02:58:06,True
34.0,-91.0,2,283.72,0,1.97,88.69,0.54,2.62,2.96,3.42,2025-03-02 02:58:07,True
34.0,-92.0,2,287.06,0,4.76,81.54,1.49,2.64,3.85,7.66,2025-03-02 02:58:08,True
34.0,-90.5,2,290.39,0,2.66,83.69,0.18,2.6,2.84,3.14,2025-03-02 02:58:09,True
34.0,-93.0,2,257.02,0,3,80.82,0.27,1.6,2.42,2.57,2025-03-02 02:58:10,True
34.0,-90.0,2,290.39,0,8.48,84.4,2.86,3.07,3.48,2.19,2025-03-02 02:58:11,True
34.0,-89.5,2,267.03,0,1.46,92.98,0.44,2.64,2.98,1.96,2025-03-02 02:58:12,True
34.0,-89.0,2,273.71,0,1.74,94.41,1.83,4.77,5.21,2.38,2025-03-02 02:58:13,True
34.0,-88.5,2,270.37,0,1.76,94.41,2.59,5.77,6.24,2.15,2025-03-02 02:58:14,True
34.0,-88.0,2,263.69,0,1.39,92.98,0.59,3.91,4.63,3.74,2025-03-02 02:58:15,True
34.0,-87.5,2,260.35,0,1.54,91.55,1.24,3.44,4.41,4.12,2025-03-02 02:58:16,True
34.0,-87.0,2,263.69,0,2.53,87.26,0.95,3.53,4.96,7.47,2025-03-02 02:58:17,True
34.0,-86.5,2,263.69,0,2.49,88.69,1.03,3.94,5.74,7.03,2025-03-02 02:58:18,True
